emp_no,first_name,last_name,title,from_date,to_date
433438,Keiichiro,Miyakawa,Staff,9/12/1993,1/1/9999
433059,Bojan,Montresor,Staff,2/4/1995,1/1/9999
433260,Make,Olivero,Engineer,6/1/1991,1/1/9999
433260,Make,Olivero,Assistant Engineer,6/1/1991,1/1/9999
433438,Keiichiro,Miyakawa,Senior Staff,9/12/1993,1/1/9999
433465,Wonhee,Benveniste,Senior Staff,12/21/1985,3/23/1987
434384,Greger,Babb,Senior Staff,11/6/1995,6/13/1998
433640,Monique,Baer,Senior Staff,12/12/1987,2/13/1996
434384,Greger,Babb,Senior Staff,6/13/1998,1/18/2002
434936,Sahrah,Rosis,Senior Engineer,6/24/1994,1/1/9999
434845,Takushi,Skogmar,Staff,6/7/1985,1/1/9999
434845,Takushi,Skogmar,Senior Staff,6/7/1985,1/1/9999
434936,Sahrah,Rosis,Engineer,6/24/1994,1/1/9999
435026,Shim,Versino,Senior Engineer,8/20/1986,12/17/1996
435026,Shim,Versino,Senior Engineer,12/17/1996,11/20/1997
435042,Brigham,Borstler,Staff,10/9/1995,1/1/9999
435060,Moie,Lieblein,Staff,7/12/1996,1/1/9999
435226,Yinghua,Panwar,Senior Staff,6/11/1994,2/26/1996
435289,Feixiong,Schurmann,Staff,2/15/1987,1/1/9999
435181,Kazuhide,Fiutem,Staff,5/10/1992,1/1/9999
435181,Kazuhide,Fiutem,Senior Staff,5/10/1992,1/1/9999
435289,Feixiong,Schurmann,Senior Staff,2/15/1987,1/1/9999
435305,Berthier,Pramanik,Staff,1/23/1993,1/1/9999
435357,Jaques,Standera,Engineer,10/2/1997,3/11/1998
435305,Berthier,Pramanik,Senior Staff,1/23/1993,1/1/9999
435588,Genta,Pepe,Staff,4/12/1994,1/1/9999
435370,Conal,Basart,Senior Staff,5/17/1991,1/1/9999
435588,Genta,Pepe,Senior Staff,4/12/1994,1/1/9999
435602,Dietrich,Kranzdorf,Staff,10/4/1992,1/1/9999
435602,Dietrich,Kranzdorf,Senior Staff,10/4/1992,1/1/9999
435664,Sham,Chiodo,Senior Engineer,7/28/1997,6/16/2000
435791,Hercules,Speer,Senior Engineer,3/7/1994,1/1/9999
435791,Hercules,Speer,Engineer,3/7/1994,1/1/9999
437369,Kazuhide,Biran,Senior Staff,1/25/1995,1/1/9999
435774,Olivera,Bharadwaj,Staff,4/1/1992,1/1/9999
435774,Olivera,Bharadwaj,Senior Staff,4/1/1992,1/1/9999
436558,Subir,Greibach,Senior Engineer,5/24/1992,1/1/9999
436797,Ohad,Henders,Staff,11/3/1990,1/1/9999
436797,Ohad,Henders,Senior Staff,11/3/1990,1/1/9999
436827,Wojceich,Limongiello,Senior Staff,3/10/1988,1/1/9999
436915,Feixiong,Haraldson,Staff,10/11/1998,1/1/9999
437276,Dines,DeMori,Staff,12/7/1987,1/1/9999
437276,Dines,DeMori,Senior Staff,12/7/1987,1/1/9999
437395,Sumant,Thambidurai,Staff,8/24/1996,1/1/9999
437395,Sumant,Thambidurai,Senior Staff,8/24/1996,1/1/9999
437395,Sumant,Thambidurai,Staff,1/2/1994,8/24/1996
437395,Sumant,Thambidurai,Senior Staff,1/2/1994,8/24/1996
437724,Erez,Luft,Staff,12/14/1994,1/1/9999
438038,Lena,Giaccio,Senior Staff,10/3/2001,1/1/9999
437870,Kerhong,Lorho,Staff,3/17/2001,1/1/9999
437870,Kerhong,Lorho,Staff,6/18/1995,3/17/2001
438038,Lena,Giaccio,Senior Staff,3/17/1999,10/3/2001
438264,Rasikan,Barreiro,Staff,9/27/1991,1/1/9999
438158,Shaw,Varman,Senior Engineer,12/16/1994,5/13/1999
438264,Rasikan,Barreiro,Senior Staff,9/27/1991,1/1/9999
438557,Lidong,Swist,Engineer,9/16/1999,1/1/9999
439377,Mari,Plessier,Senior Engineer,7/4/1997,1/1/9999
438723,Charlene,Verspoor,Engineer,3/16/1992,11/13/2001
438723,Charlene,Verspoor,Assistant Engineer,3/16/1992,11/13/2001
439905,Kousuke,Levasseur,Staff,3/16/1990,1/1/9999
439905,Kousuke,Levasseur,Senior Staff,3/16/1990,1/1/9999
439924,Gunilla,Kisuki,Staff,8/14/1994,1/1/9999
439924,Gunilla,Kisuki,Senior Staff,8/14/1994,1/1/9999
440325,Douadi,Sullins,Senior Staff,9/25/1999,1/1/9999
440870,Filipp,Hasham,Staff,7/11/1990,10/14/1996
440435,Sandeepan,Rosti,Senior Engineer,11/26/1991,1/1/9999
440450,Tzvetan,Scharstein,Staff,6/16/1994,1/1/9999
440450,Tzvetan,Scharstein,Senior Staff,6/16/1994,1/1/9999
440642,Snehasis,Kalsbeek,Staff,1/6/1988,1/1/9999
440642,Snehasis,Kalsbeek,Senior Staff,1/6/1988,1/1/9999
440870,Filipp,Hasham,Senior Staff,7/11/1990,10/14/1996
440870,Filipp,Hasham,Staff,10/14/1996,1/1/9999
440870,Filipp,Hasham,Senior Staff,10/14/1996,1/1/9999
441197,Miquel,Legleitner,Staff,6/28/1985,1/1/9999
440937,Fabrizio,Usery,Staff,10/13/1992,1/1/9999
440937,Fabrizio,Usery,Senior Staff,10/13/1992,1/1/9999
440997,Manton,Schapiro,Senior Staff,3/26/1991,1/31/2001
441197,Miquel,Legleitner,Senior Staff,6/28/1985,1/1/9999
441536,Chinho,Collette,Senior Engineer,10/9/1995,1/1/9999
441651,Aimee,Billawala,Engineer,2/20/1989,8/24/1995
441536,Chinho,Collette,Senior Engineer,8/7/1990,10/9/1995
441954,Leszek,Marchegay,Engineer,6/13/1999,1/1/9999
441965,Claudi,Heijenga,Staff,8/30/1988,1/1/9999
441965,Claudi,Heijenga,Senior Staff,8/30/1988,1/1/9999
442002,Ravishankar,Baig,Staff,3/17/1992,1/1/9999
442096,Martijn,DiGiano,Senior Engineer,6/15/1990,1/1/9999
442002,Ravishankar,Baig,Senior Staff,3/17/1992,1/1/9999
442490,Navid,Luke,Engineer,10/17/1994,1/1/9999
442312,Zengping,Cusworth,Senior Engineer,6/7/1991,1/1/9999
442312,Zengping,Cusworth,Engineer,6/7/1991,1/1/9999
443108,Christfried,Atrawala,Senior Staff,7/13/1990,11/29/1998
442653,Mona,Hebden,Engineer,10/20/1995,1/1/9999
442700,Siddarth,Masada,Staff,8/11/1997,1/1/9999
442704,Terresa,Milicia,Engineer,7/26/1995,11/21/1997
442704,Terresa,Milicia,Engineer,5/24/1993,7/26/1995
442898,Aksel,Gire,Engineer,6/27/1999,1/1/9999
443108,Christfried,Atrawala,Senior Staff,11/29/1998,1/1/9999
443339,Shir,Krone,Staff,10/2/1996,9/7/1998
443632,Bernd,Conia,Staff,11/25/1999,4/25/2002
443485,Marke,Klerer,Senior Staff,4/14/1990,1/1/9999
444208,Irena,Cesareni,Senior Staff,10/30/1985,1/1/9999
443841,Shaw,Kading,Staff,7/16/1992,1/1/9999
443841,Shaw,Kading,Senior Staff,7/16/1992,1/1/9999
443873,Vatsa,Ramsay,Staff,2/4/1994,6/16/2000
443873,Vatsa,Ramsay,Senior Staff,2/4/1994,6/16/2000
443873,Vatsa,Ramsay,Staff,6/16/2000,1/1/9999
443873,Vatsa,Ramsay,Senior Staff,6/16/2000,1/1/9999
444070,Heping,Skrikant,Staff,11/27/1990,1/1/9999
444070,Heping,Skrikant,Senior Staff,11/27/1990,1/1/9999
444099,Kousuke,Worfolk,Staff,3/22/1988,1/1/9999
444099,Kousuke,Worfolk,Senior Staff,3/22/1988,1/1/9999
444228,Xinglin,Busillo,Senior Engineer,10/8/1998,6/11/1999
444465,Prasadram,Bultermann,Senior Engineer,10/25/1998,1/1/9999
444465,Prasadram,Bultermann,Senior Engineer,8/29/1997,10/25/1998
444487,Udi,Rullman,Senior Engineer,4/9/1994,1/1/9999
445067,Eldridge,Kawashima,Senior Engineer,2/27/1990,1/1/9999
444643,Berna,Schonegge,Staff,6/28/1998,1/1/9999
445067,Eldridge,Kawashima,Engineer,2/27/1990,1/1/9999
445152,Heping,Peac,Staff,3/20/1985,1/1/9999
445201,Randi,Alblas,Staff,5/2/1992,1/27/2000
445226,Oscar,Baumann,Senior Engineer,1/22/1987,1/1/9999
445226,Oscar,Baumann,Engineer,1/22/1987,1/1/9999
445152,Heping,Peac,Senior Staff,3/20/1985,1/1/9999
445723,Gaurav,Roison,Senior Staff,7/12/1991,1/1/9999
445456,Apostol,Gruenwald,Engineer,8/4/1998,3/18/2000
445514,Tuval,Albarhamtoshy,Technique Leader,9/24/1990,10/28/1999
445570,Van,Nations,Technique Leader,8/11/1986,1/1/9999
445723,Gaurav,Roison,Staff,7/12/1991,1/1/9999
445723,Gaurav,Roison,Senior Staff,10/22/1986,7/12/1991
445723,Gaurav,Roison,Staff,10/22/1986,7/12/1991
445941,Masako,Dechter,Technique Leader,9/25/1985,1/1/9999
445950,Ebru,Valtorta,Senior Engineer,12/9/1992,1/1/9999
445950,Ebru,Valtorta,Engineer,12/9/1992,1/1/9999
446785,Yuping,Papastamatiou,Engineer,8/30/1988,1/16/1992
446121,Fay,Cochrane,Staff,12/13/1999,1/1/9999
446306,Hercules,Kabayashi,Senior Engineer,6/10/1991,1/1/9999
446424,DAIDA,Nooteboom,Senior Engineer,11/24/1985,1/1/9999
446424,DAIDA,Nooteboom,Engineer,11/24/1985,1/1/9999
447018,Dannz,Miara,Senior Engineer,12/4/1992,1/1/9999
446897,Takahiro,Dalton,Technique Leader,9/30/1992,1/1/9999
447018,Dannz,Miara,Engineer,12/4/1992,1/1/9999
447135,Gennady,Rouquie,Senior Staff,8/24/1989,1/1/9999
446959,Aram,Passino,Senior Engineer,1/28/1995,1/1/9999
447290,Maria,Miculan,Senior Engineer,4/12/1993,5/8/1998
447290,Maria,Miculan,Engineer,4/12/1993,5/8/1998
447376,Kirk,Zongker,Staff,12/10/1999,1/1/9999
447191,Dmitri,Rousseau,Engineer,6/19/1995,5/26/1997
447232,Aleksander,Schaaf,Staff,5/26/1995,1/10/2000
447232,Aleksander,Schaaf,Senior Staff,5/26/1995,1/10/2000
447232,Aleksander,Schaaf,Staff,1/10/2000,1/1/9999
447232,Aleksander,Schaaf,Senior Staff,1/10/2000,1/1/9999
447599,Heeju,Kemmerer,Technique Leader,12/26/1991,2/15/1996
447613,Paris,Restivo,Senior Engineer,11/21/1986,1/1/9999
447613,Paris,Restivo,Engineer,11/21/1986,1/1/9999
447877,Make,Heuser,Senior Engineer,7/2/1988,1/1/9999
447544,Stabislas,Kakkad,Senior Staff,2/19/1989,1/1/9999
447877,Make,Heuser,Engineer,7/2/1988,1/1/9999
447931,Martijn,Jeong,Staff,12/14/1990,1/1/9999
447931,Martijn,Jeong,Senior Staff,12/14/1990,1/1/9999
447966,Kamakshi,Hebert,Senior Engineer,1/17/1997,1/1/9999
447966,Kamakshi,Hebert,Engineer,1/17/1997,1/1/9999
447982,Shiv,Baezner,Senior Engineer,12/17/1990,1/1/9999
447982,Shiv,Baezner,Engineer,12/17/1990,1/1/9999
448165,Anyuan,Schwaller,Staff,8/31/1993,5/6/2001
447999,Shiv,Vilarrasa,Senior Engineer,8/1/1990,1/1/9999
447999,Shiv,Vilarrasa,Engineer,8/1/1990,1/1/9999
448165,Anyuan,Schwaller,Senior Staff,8/31/1993,5/6/2001
448769,Mong,Dichev,Technique Leader,10/11/1997,1/1/9999
449189,Jahangir,Bernatsky,Senior Staff,9/30/1995,1/1/9999
448900,Mart,Talmor,Staff,5/11/1999,1/1/9999
448918,Chiradeep,Arlazarov,Senior Engineer,10/6/1989,1/1/9999
448918,Chiradeep,Arlazarov,Engineer,10/6/1989,1/1/9999
448994,Haldun,Syang,Staff,2/11/1997,1/1/9999
449815,Fumitaka,Quittner,Staff,4/20/1988,1/1/9999
449815,Fumitaka,Quittner,Senior Staff,4/20/1988,1/1/9999
450309,Gill,Orlowska,Technique Leader,12/25/1986,1/1/9999
449966,Mabry,Knightly,Staff,1/4/1994,3/6/2001
449984,Hinrich,Perin,Senior Engineer,11/20/1985,1/1/9999
449984,Hinrich,Perin,Engineer,11/20/1985,1/1/9999
450184,Selwyn,Henseler,Senior Engineer,3/9/1993,1/1/9999
450371,Eldridge,Pargaonkar,Senior Engineer,8/3/1992,9/4/1999
450255,Udo,Waymire,Technique Leader,6/14/1986,1/1/9999
450371,Eldridge,Pargaonkar,Engineer,8/3/1992,9/4/1999
450888,Sedat,Rande,Staff,3/25/1995,1/1/9999
450421,Selwyn,Munoz,Engineer,7/5/1989,10/7/1992
450475,Saeed,Bahl,Senior Staff,1/29/1991,1/1/9999
450510,Boalin,Tramer,Staff,4/13/1992,2/24/1993
450888,Sedat,Rande,Senior Staff,3/25/1995,1/1/9999
450934,Chanjung,Raoux,Senior Engineer,5/25/1992,1/1/9999
450817,DAIDA,Frolund,Senior Engineer,7/17/1987,1/1/9999
450817,DAIDA,Frolund,Engineer,7/17/1987,1/1/9999
450934,Chanjung,Raoux,Engineer,5/25/1992,1/1/9999
450936,Yuriy,Ponthieu,Staff,12/11/1991,1/1/9999
450936,Yuriy,Ponthieu,Senior Staff,12/11/1991,1/1/9999
451253,Jaihie,Ozeri,Staff,6/21/1991,1/1/9999
451272,Jacopo,Krohm,Senior Engineer,4/24/1991,1/1/9999
451272,Jacopo,Krohm,Engineer,4/24/1991,1/1/9999
451275,Bedrich,Isard,Senior Staff,6/7/1986,1/1/9999
451333,Radhika,Bonifati,Senior Staff,3/11/1995,1/1/9999
451253,Jaihie,Ozeri,Senior Staff,6/21/1991,1/1/9999
452137,Subir,Miake,Senior Engineer,7/11/1993,1/9/1999
452137,Subir,Miake,Engineer,7/11/1993,1/9/1999
452137,Subir,Miake,Senior Engineer,1/9/1999,1/1/9999
452137,Subir,Miake,Engineer,1/9/1999,1/1/9999
452196,Bartek,Snyers,Staff,1/14/1987,5/2/2001
452196,Bartek,Snyers,Senior Staff,1/14/1987,5/2/2001
452206,Arra,Esposito,Staff,11/3/1994,1/1/9999
452982,Lobel,Aloia,Senior Staff,12/29/1994,1/1/9999
452325,Taiji,Berstel,Senior Engineer,12/2/1996,1/1/9999
452325,Taiji,Berstel,Engineer,12/2/1996,1/1/9999
452347,Shigeichiro,Brattka,Staff,7/13/1996,1/1/9999
452347,Shigeichiro,Brattka,Senior Staff,7/13/1996,1/1/9999
452365,Fei,Gadepally,Engineer,11/13/1988,1/1/9999
452365,Fei,Gadepally,Assistant Engineer,11/13/1988,1/1/9999
453070,Aran,Rosenbaum,Staff,4/25/1991,1/1/9999
453070,Aran,Rosenbaum,Senior Staff,4/25/1991,1/1/9999
453688,Chinya,Leslie,Engineer,10/28/1995,1/1/9999
452956,Gou,Thombley,Senior Engineer,4/9/1987,11/7/1990
452956,Gou,Thombley,Senior Engineer,11/7/1990,1/1/9999
452957,Alair,Nanard,Staff,2/10/1996,1/1/9999
452970,Mari,Fargier,Senior Engineer,8/18/1992,12/11/1995
453154,Gao,Lally,Staff,3/1/1996,1/1/9999
453644,Berni,Takkinen,Staff,6/8/1992,1/1/9999
453644,Berni,Takkinen,Senior Staff,6/8/1992,1/1/9999
453723,Arne,Kohling,Senior Engineer,12/13/1985,1/1/9999
453723,Arne,Kohling,Engineer,12/13/1985,1/1/9999
453760,Ewing,Rajala,Staff,6/21/1996,1/1/9999
453760,Ewing,Rajala,Senior Staff,6/21/1996,1/1/9999
453790,Fai,Keirsey,Senior Engineer,10/12/1994,1/1/9999
453790,Fai,Keirsey,Engineer,10/12/1994,1/1/9999
453996,Sugwoo,Weiland,Senior Engineer,4/23/1997,1/18/1999
453913,Stein,Perng,Staff,4/29/1993,1/1/9999
453913,Stein,Perng,Senior Staff,4/29/1993,1/1/9999
454338,Mohammed,Georg,Engineer,8/3/1998,1/1/9999
454378,Gina,Ossenbruggen,Technique Leader,1/3/1998,1/1/9999
454825,Kamakshi,Schusler,Senior Engineer,5/25/1995,1/1/9999
454736,Nechama,Ermel,Engineer,6/5/1995,1/1/9999
454791,Xiaoqiu,Pietracaprina,Senior Engineer,7/9/1994,1/1/9999
454825,Kamakshi,Schusler,Engineer,5/25/1995,1/1/9999
455113,Manohar,Rothenberg,Staff,4/22/1999,6/16/2002
454994,Mohan,Picht,Senior Engineer,2/24/1991,1/1/9999
454994,Mohan,Picht,Engineer,2/24/1991,1/1/9999
455175,Soenke,Zaumen,Staff,2/22/1992,1/1/9999
455175,Soenke,Zaumen,Senior Staff,2/22/1992,1/1/9999
455243,Khoa,Bahk,Senior Engineer,6/10/1991,2/7/1998
455284,Luisa,Baig,Senior Engineer,7/12/1996,1/1/9999
455284,Luisa,Baig,Engineer,7/12/1996,1/1/9999
455296,Mang,Sundgren,Engineer,11/27/1995,7/13/1999
455415,Weiye,Krohm,Staff,10/29/1990,2/10/2000
455364,Ranga,Plesums,Senior Staff,1/28/1990,5/13/1997
455415,Weiye,Krohm,Senior Staff,10/29/1990,2/10/2000
455726,Qiwen,Kriebel,Staff,12/13/1987,1/1/9999
455726,Qiwen,Kriebel,Senior Staff,12/13/1987,1/1/9999
456824,Aloke,Neiman,Technique Leader,7/10/1985,7/23/1996
455814,Giao,DuCasse,Senior Engineer,7/19/1991,1/1/9999
455814,Giao,DuCasse,Engineer,7/19/1991,1/1/9999
455914,Peer,Angelopoulos,Senior Engineer,7/23/1989,1/1/9999
455914,Peer,Angelopoulos,Engineer,7/23/1989,1/1/9999
457146,Jinpo,Heyers,Staff,1/7/1999,1/1/9999
456767,Tetsurou,Schreiter,Staff,7/17/1987,1/1/9999
456767,Tetsurou,Schreiter,Senior Staff,7/17/1987,1/1/9999
456982,Shounak,Dratva,Senior Engineer,1/5/1989,1/1/9999
456982,Shounak,Dratva,Engineer,1/5/1989,1/1/9999
457411,Xudong,Peck,Senior Engineer,4/18/1988,1/1/9999
457070,Gay,Plavsic,Staff,8/6/1987,1/1/9999
457070,Gay,Plavsic,Senior Staff,8/6/1987,1/1/9999
457489,Berna,Ranst,Senior Engineer,5/14/1985,1/1/9999
457305,Sorina,Lakshmanan,Staff,9/3/1994,1/1/9999
457337,Xumin,Beidas,Technique Leader,4/27/1995,1/1/9999
457489,Berna,Ranst,Engineer,5/14/1985,1/1/9999
457776,Florian,Siepmann,Senior Engineer,12/21/1987,1/1/9999
457611,Indrajit,Krogh,Engineer,9/18/1998,1/1/9999
457653,Yakichi,Naumovich,Technique Leader,6/12/1988,7/3/1988
457776,Florian,Siepmann,Engineer,12/21/1987,1/1/9999
458383,Mabhin,Foote,Engineer,4/23/1999,1/1/9999
457813,Foong,Gargeya,Senior Engineer,1/24/1992,1/1/9999
457813,Foong,Gargeya,Engineer,1/24/1992,1/1/9999
457832,Jackson,Zielinski,Senior Engineer,9/12/1997,1/1/9999
457938,Arch,Picco,Staff,6/7/1993,10/22/1997
457938,Arch,Picco,Senior Staff,6/7/1993,10/22/1997
457938,Arch,Picco,Staff,10/22/1997,1/1/9999
457938,Arch,Picco,Senior Staff,10/22/1997,1/1/9999
458111,Florian,Tramer,Engineer,11/7/1999,1/1/9999
458134,Thanasis,Standera,Staff,3/20/1985,1/1/9999
458134,Thanasis,Standera,Senior Staff,3/20/1985,1/1/9999
458191,George,Atchley,Staff,7/2/1997,1/1/9999
458726,Shahaf,Kitai,Staff,12/26/1986,1/1/9999
458726,Shahaf,Kitai,Senior Staff,12/26/1986,1/1/9999
458790,Ramya,Azadmanesh,Senior Engineer,11/19/1988,1/1/9999
458790,Ramya,Azadmanesh,Engineer,11/19/1988,1/1/9999
459356,Pramod,Wendorf,Engineer,12/25/1998,1/1/9999
458919,Kaijung,Papadias,Engineer,5/1/1999,4/12/2001
459172,Val,Rissanen,Engineer,11/20/1993,1/1/9999
459172,Val,Rissanen,Assistant Engineer,11/20/1993,1/1/9999
459846,Yuping,Sethi,Staff,12/28/1997,5/21/1999
459429,Mohit,Verhaegen,Staff,5/27/1992,1/1/9999
459429,Mohit,Verhaegen,Senior Staff,5/27/1992,1/1/9999
459685,Hirochika,Goldhammer,Engineer,3/12/1998,1/1/9999
460131,Adly,Hambrick,Staff,7/25/1997,1/1/9999
460691,Munehiko,Gihr,Senior Staff,12/6/1989,1/1/9999
460707,Yoshinari,Lanteri,Senior Engineer,12/25/1996,1/1/9999
460707,Yoshinari,Lanteri,Engineer,12/25/1996,1/1/9999
461270,Mrinalini,Mawatari,Staff,1/3/1996,1/1/9999
460920,Remzi,Mitzlaff,Senior Staff,4/6/1986,1/1/9999
461120,Shietung,Gelosh,Senior Engineer,3/26/1996,4/1/2001
461120,Shietung,Gelosh,Engineer,3/26/1996,4/1/2001
461120,Shietung,Gelosh,Senior Engineer,4/1/2001,1/1/9999
461120,Shietung,Gelosh,Engineer,4/1/2001,1/1/9999
461563,Sreenivas,Versino,Senior Staff,8/24/1985,12/25/1988
461723,Deborah,Basawa,Assistant Engineer,4/30/1991,3/2/1992
461801,Sumali,Cooman,Staff,2/16/1992,4/18/1993
461801,Sumali,Cooman,Senior Staff,2/16/1992,4/18/1993
461801,Sumali,Cooman,Staff,4/18/1993,1/1/9999
461801,Sumali,Cooman,Senior Staff,4/18/1993,1/1/9999
462067,Sampalli,Francisci,Senior Staff,11/25/1994,10/17/2001
461723,Deborah,Basawa,Assistant Engineer,3/2/1992,3/16/1993
462493,Paloma,Gerlach,Senior Engineer,7/26/1988,1/1/9999
462493,Paloma,Gerlach,Engineer,7/26/1988,1/1/9999
462795,Somnath,Cummings,Staff,7/10/1994,1/1/9999
462795,Somnath,Cummings,Senior Staff,7/10/1994,1/1/9999
463099,Jinxi,Schmiedel,Staff,9/21/1990,1/1/9999
462736,Larisa,Murtafg,Staff,2/25/1991,6/4/1993
463099,Jinxi,Schmiedel,Senior Staff,9/21/1990,1/1/9999
463472,Jaber,Sethi,Technique Leader,6/6/1995,6/11/2000
463023,Itzchak,Penn,Staff,1/21/1999,1/1/9999
463212,Ramya,Rossi,Senior Engineer,3/2/1987,9/2/2001
463212,Ramya,Rossi,Senior Engineer,9/2/2001,1/1/9999
463472,Jaber,Sethi,Technique Leader,6/11/2000,1/1/9999
465409,Shahid,Varman,Staff,8/27/1985,1/1/9999
463495,Alenka,Barriga,Staff,5/6/1988,1/1/9999
463495,Alenka,Barriga,Senior Staff,5/6/1988,1/1/9999
464284,Huiqun,Henders,Senior Staff,5/19/1993,1/1/9999
464303,Abdelghani,Nyrup,Staff,8/2/1986,1/1/9999
464303,Abdelghani,Nyrup,Senior Staff,8/2/1986,1/1/9999
464526,Berna,Comellas,Staff,9/7/1995,2/18/2000
465062,Stafford,Gist,Senior Engineer,5/7/1988,1/1/9999
465062,Stafford,Gist,Engineer,5/7/1988,1/1/9999
465076,Tokuyasu,Ghelli,Senior Engineer,5/5/1985,1/1/9999
465076,Tokuyasu,Ghelli,Engineer,5/5/1985,1/1/9999
465085,Vidar,Gunderson,Senior Staff,3/18/1996,1/1/9999
465501,Mrinalini,Gire,Staff,11/9/1992,1/1/9999
465501,Mrinalini,Gire,Senior Staff,11/9/1992,1/1/9999
465409,Shahid,Varman,Senior Staff,8/27/1985,1/1/9999
465853,Kwan,Kampfer,Staff,10/16/1998,1/1/9999
465711,Lakshmi,Frijda,Senior Engineer,4/21/1990,1/1/9999
465711,Lakshmi,Frijda,Engineer,4/21/1990,1/1/9999
465874,Herb,Picht,Engineer,5/31/1985,1/1/9999
465874,Herb,Picht,Assistant Engineer,5/31/1985,1/1/9999
466064,Temple,Danlos,Senior Staff,6/13/1994,1/1/9999
466367,Hiroyasu,Strandh,Staff,6/5/1989,1/1/9999
466367,Hiroyasu,Strandh,Senior Staff,6/5/1989,1/1/9999
466745,Boalin,Birsak,Staff,10/16/1995,1/1/9999
466509,Bezalel,Verhoeff,Senior Engineer,3/22/1988,1/1/9999
466509,Bezalel,Verhoeff,Engineer,3/22/1988,1/1/9999
466603,Yechezkel,Nourani,Staff,8/1/1991,1/1/9999
466603,Yechezkel,Nourani,Senior Staff,8/1/1991,1/1/9999
466745,Boalin,Birsak,Senior Staff,10/16/1995,1/1/9999
466911,Stepehn,Markovitch,Staff,8/13/1991,8/7/1995
467176,Przemyslawa,Borovoy,Staff,6/18/1993,1/1/9999
467176,Przemyslawa,Borovoy,Senior Staff,6/18/1993,1/1/9999
467269,Nahum,Lambe,Technique Leader,8/31/1989,1/1/9999
467591,Kiyotoshi,Hennebert,Staff,3/6/2001,1/1/9999
467392,Mariusz,Rikino,Senior Engineer,4/13/1995,1/1/9999
467392,Mariusz,Rikino,Engineer,4/13/1995,1/1/9999
467441,Margareta,Bondorf,Senior Engineer,11/7/1988,1/1/9999
467441,Margareta,Bondorf,Engineer,11/7/1988,1/1/9999
467591,Kiyotoshi,Hennebert,Staff,9/21/1997,3/6/2001
468763,Sachin,Zlotek,Senior Engineer,3/11/1985,8/9/1990
467886,Sivanarayana,Chandrasekhar,Senior Staff,1/24/1996,1/1/9999
467918,Tsuneo,Skrikant,Staff,10/21/1997,1/1/9999
468360,Huei,Saoudi,Technique Leader,8/10/1994,1/1/9999
468417,Kamakshi,Huhdanpaa,Senior Engineer,8/26/1993,1/1/9999
468417,Kamakshi,Huhdanpaa,Engineer,8/26/1993,1/1/9999
468659,Ranga,Lemarechal,Senior Engineer,11/5/1989,1/1/9999
468659,Ranga,Lemarechal,Engineer,11/5/1989,1/1/9999
468773,Baziley,Brookner,Senior Engineer,9/22/1993,1/1/9999
468773,Baziley,Brookner,Engineer,9/22/1993,1/1/9999
469104,Nadjib,Comellas,Senior Engineer,4/18/1996,1/22/1999
469104,Nadjib,Comellas,Engineer,4/18/1996,1/22/1999
469104,Nadjib,Comellas,Senior Engineer,1/22/1999,1/1/9999
469104,Nadjib,Comellas,Engineer,1/22/1999,1/1/9999
469366,Aiman,Wilfing,Senior Engineer,12/30/1990,1/1/9999
469253,Baruch,Basawa,Senior Engineer,9/17/1993,1/1/9999
469253,Baruch,Basawa,Engineer,9/17/1993,1/1/9999
469269,Weiyi,Codenie,Senior Engineer,5/27/1989,1/1/9999
469269,Weiyi,Codenie,Engineer,5/27/1989,1/1/9999
469366,Aiman,Wilfing,Engineer,12/30/1990,1/1/9999
469399,Hongzhu,Ruemmler,Engineer,6/6/2000,1/1/9999
469527,Halsur,Ibel,Staff,3/5/1998,1/1/9999
469529,Neven,Rikino,Senior Engineer,10/21/1988,1/1/9999
469529,Neven,Rikino,Engineer,10/21/1988,1/1/9999
469399,Hongzhu,Ruemmler,Engineer,2/14/1999,6/6/2000
469735,Arif,Stranks,Senior Engineer,11/16/1992,1/1/9999
469805,Chaosheng,Shobatake,Staff,7/3/1991,9/15/2001
469805,Chaosheng,Shobatake,Senior Staff,7/3/1991,9/15/2001
469867,Hein,Jonsson,Staff,2/12/1985,1/1/9999
469867,Hein,Jonsson,Senior Staff,2/12/1985,1/1/9999
471397,Nigel,Zirintsis,Engineer,1/3/1999,7/23/1999
470456,Reuven,Oehlmann,Staff,3/29/1986,1/1/9999
470456,Reuven,Oehlmann,Senior Staff,3/29/1986,1/1/9999
470472,Zhiguo,Staudhammer,Senior Engineer,12/3/1985,1/1/9999
470472,Zhiguo,Staudhammer,Engineer,12/3/1985,1/1/9999
471397,Nigel,Zirintsis,Engineer,7/23/1999,1/1/9999
471911,Arun,Zaccaria,Engineer,5/31/1990,1/1/9999
471532,Feiyu,Decleir,Technique Leader,9/13/1998,1/1/9999
471552,Basem,Lortz,Staff,10/25/1997,1/1/9999
471911,Arun,Zaccaria,Assistant Engineer,5/31/1990,1/1/9999
471939,Kazuhiko,Marshall,Staff,6/4/2001,1/1/9999
471939,Kazuhiko,Marshall,Staff,11/16/1999,6/4/2001
472143,Yahiko,Sommen,Senior Staff,8/14/1996,1/1/9999
472052,Godehard,Chinal,Assistant Engineer,12/9/1995,1/1/9999
472238,Jungsoon,Gubsky,Senior Engineer,10/9/1990,1/1/9999
472440,Xuejia,Leppanen,Staff,8/25/1998,10/25/2000
